"","CountryName","CountryCode","Year","Percentage"
"80","Guam","GUM",2000,"48.8649824886691"
"81","Guatemala","GTM",2000,"51.1184943355355"
"82","Guinea","GIN",2000,"50.2040591351566"
"83","Guinea-Bissau","GNB",2000,"50.5866791338358"
"84","Guyana","GUY",2000,"49.966856098882"
"85","Haiti","HTI",2000,"50.6235318805194"
"86","Heavily indebted poor countries (HIPC)","HPC",2000,"50.2020473315185"
"87","High income","HIC",2000,"50.9908237633661"
"88","High income: nonOECD","NOC",2000,"51.2844128481915"
"89","High income: OECD","OEC",2000,"50.9101276116221"
"90","Honduras","HND",2000,"49.9847991696406"
"91","Hong Kong SAR, China","HKG",2000,"51.2880515108568"
"92","Hungary","HUN",2000,"52.4176522696883"
"93","Iceland","ISL",2000,"49.9384810144587"
"94","India","IND",2000,"48.2011921710161"
"95","Indonesia","IDN",2000,"49.9536107585071"
"96","Iran, Islamic Rep.","IRN",2000,"49.3203271395553"
"97","Iraq","IRQ",2000,"49.5262834377339"
"98","Ireland","IRL",2000,"50.2687700406136"
"99","Israel","ISR",2000,"50.7176683415615"
"100","Italy","ITA",2000,"51.4989593256741"
"101","Jamaica","JAM",2000,"50.271355469704"
"102","Japan","JPN",2000,"51.0873090280614"
"103","Jordan","JOR",2000,"47.9127739709649"
"104","Kazakhstan","KAZ",2000,"52.0554740131375"
"105","Kenya","KEN",2000,"50.1449181125752"
"106","Kiribati","KIR",2000,"50.7191431888728"
"107","Korea, Dem. Rep.","PRK",2000,"51.2597997094424"
"108","Korea, Rep.","KOR",2000,"49.8354693024243"
"109","Kuwait","KWT",2000,"41.2861044742857"
"110","Kyrgyz Republic","KGZ",2000,"50.669949645297"
"111","Lao PDR","LAO",2000,"50.1935941278101"
"112","Latin America & Caribbean (all income levels)","LCN",2000,"50.4618149464577"
"113","Latin America & Caribbean (developing only)","LAC",2000,"50.4164141007527"
"114","Latvia","LVA",2000,"53.9916195828683"
"115","Least developed countries: UN classification","LDC",2000,"50.1069310579703"
"116","Lebanon","LBN",2000,"50.3877133443367"
"117","Lesotho","LSO",2000,"51.5420275020539"
"118","Liberia","LBR",2000,"50.0291151216058"
"119","Libya","LBY",2000,"47.834920663471"
"120","Lithuania","LTU",2000,"53.2007619379797"
"121","Low & middle income","LMY",2000,"49.3081124048597"
"122","Low income","LIC",2000,"50.4199899444756"
"123","Lower middle income","LMC",2000,"49.1002372670566"
"124","Luxembourg","LUX",2000,"50.7487841286657"
"125","Macao SAR, China","MAC",2000,"51.6997872227123"
"126","Macedonia, FYR","MKD",2000,"50.0001242513237"
"127","Madagascar","MDG",2000,"50.2100914390144"
"128","Malawi","MWI",2000,"50.41160594395"
"129","Malaysia","MYS",2000,"49.1502471462166"
"130","Maldives","MDV",2000,"49.3722894316366"
"131","Mali","MLI",2000,"50.0612115985931"
"132","Malta","MLT",2000,"50.5343767756599"
"133","Mauritania","MRT",2000,"49.928874933107"
"134","Mauritius","MUS",2000,"50.4119756012566"
"135","Mexico","MEX",2000,"50.3544781617956"
"136","Micronesia, Fed. Sts.","FSM",2000,"49.3772689192963"
"137","Middle East & North Africa (all income levels)","MEA",2000,"48.9469900353246"
"138","Middle East & North Africa (developing only)","MNA",2000,"49.5338384133643"
"139","Middle income","MIC",2000,"49.2005735241413"
"140","Moldova","MDA",2000,"52.1369226257579"
"141","Mongolia","MNG",2000,"50.1295132554001"
"142","Montenegro","MNE",2000,"50.6067080972102"
"143","Morocco","MAR",2000,"50.4483144069821"
"144","Mozambique","MOZ",2000,"52.0038888477649"
"145","Myanmar","MMR",2000,"51.1203688726053"
"146","Namibia","NAM",2000,"50.8523656802882"
"147","Nepal","NPL",2000,"50.2717232771746"
"148","Netherlands","NLD",2000,"50.5239519074348"
"149","New Caledonia","NCL",2000,"49.3549907855827"
"150","New Zealand","NZL",2000,"50.9263305439743"
"151","Nicaragua","NIC",2000,"50.5233556510793"
"152","Niger","NER",2000,"50.0059468005901"
"153","Nigeria","NGA",2000,"49.3723624123667"
"154","North America","NAC",2000,"50.6489419499827"
"155","Norway","NOR",2000,"50.4935020522882"
"156","OECD members","OED",2000,"50.8546711292845"
"157","Oman","OMN",2000,"43.9804715810419"
"158","Other small states","OSS",2000,"50.4502021958489"
"159","Pacific island small states","PSS",2000,"49.0024640076029"
"160","Pakistan","PAK",2000,"48.4054808428993"
"161","Panama","PAN",2000,"49.6088981893857"
"162","Papua New Guinea","PNG",2000,"49.0170636638915"
"163","Paraguay","PRY",2000,"49.3940731736248"
"164","Peru","PER",2000,"50.02546221041"
"165","Philippines","PHL",2000,"49.6367787265264"
"166","Poland","POL",2000,"51.4605156301703"
"167","Portugal","PRT",2000,"51.7559494332951"
"168","Puerto Rico","PRI",2000,"51.8686556503707"
"169","Qatar","QAT",2000,"34.97766461708"
"170","Romania","ROM",2000,"51.0795417545054"
"171","Russian Federation","RUS",2000,"53.2030334966882"
"172","Rwanda","RWA",2000,"52.0395792754188"
"173","Samoa","WSM",2000,"47.923992348838"
"174","Sao Tome and Principe","STP",2000,"50.3630690268584"
"175","Saudi Arabia","SAU",2000,"44.9243331926439"
"176","Senegal","SEN",2000,"50.7855117620894"
"177","Serbia","SRB",2000,"50.9226585296935"
"178","Seychelles","SYC",2000,"50.1860659979792"
"179","Sierra Leone","SLE",2000,"50.636329764088"
"180","Singapore","SGP",2000,"50.0412308460325"
"181","Slovak Republic","SVK",2000,"51.4238873834608"
"182","Slovenia","SVN",2000,"51.1826101298769"
"183","Small states","SST",2000,"50.3038703193421"
"184","Solomon Islands","SLB",2000,"48.6333960653448"
"185","Somalia","SOM",2000,"50.3962132938754"
"186","South Africa","ZAF",2000,"50.7694770431141"
"187","South Asia","SAS",2000,"48.3603607840093"
"188","South Sudan","SSD",2000,"50.1897579844252"
"189","Spain","ESP",2000,"50.9190130994508"
"190","Sri Lanka","LKA",2000,"50.1227843542382"
"191","St. Lucia","LCA",2000,"51.0305895545687"
"192","St. Vincent and the Grenadines","VCT",2000,"49.6445684310036"
"193","Sub-Saharan Africa (all income levels)","SSF",2000,"50.1528255424376"
"194","Sub-Saharan Africa (developing only)","SSA",2000,"50.1539081463693"
"195","Sudan","SDN",2000,"49.8075760450695"
"196","Suriname","SUR",2000,"49.4141457844081"
"197","Swaziland","SWZ",2000,"51.5893824943712"
"198","Sweden","SWE",2000,"50.5594951649429"
"199","Switzerland","CHE",2000,"51.146068964959"
"200","Syrian Arab Republic","SYR",2000,"49.2285702929855"
"201","Tajikistan","TJK",2000,"49.8814933742333"
"202","Tanzania","TZA",2000,"50.2497470697899"
"203","Thailand","THA",2000,"50.5451505664351"
"204","Timor-Leste","TMP",2000,"49.2946640934389"
"205","Togo","TGO",2000,"51.11701456592"
"206","Tonga","TON",2000,"49.1429855563954"
"207","Trinidad and Tobago","TTO",2000,"50.2665657187022"
"208","Tunisia","TUN",2000,"49.8308931300669"
"209","Turkey","TUR",2000,"50.8005933634858"
"210","Turkmenistan","TKM",2000,"50.6344999210249"
"211","Uganda","UGA",2000,"50.2946000182847"
"212","Ukraine","UKR",2000,"53.4607561452549"
"213","United Arab Emirates","ARE",2000,"32.2567118494699"
"214","United Kingdom","GBR",2000,"51.2850594536797"
"215","United States","USA",2000,"50.6676376580728"
"216","Upper middle income","UMC",2000,"49.3104331210583"
"217","Uruguay","URY",2000,"51.6013286595798"
"218","Uzbekistan","UZB",2000,"50.4684964513332"
"219","Vanuatu","VUT",2000,"48.8576554377547"
"220","Venezuela, RB","VEN",2000,"49.7962561654266"
"221","Vietnam","VNM",2000,"50.7365938257168"
"222","Virgin Islands (U.S.)","VIR",2000,"52.1956299361355"
"223","West Bank and Gaza","WBG",2000,"49.3029148071783"
"224","World","WLD",2000,"49.6564043455159"
"225","Yemen, Rep.","YEM",2000,"49.4179925518197"
"226","Zambia","ZMB",2000,"50.3341073685762"
"227","Zimbabwe","ZWE",2000,"50.2411403665334"
"228","Afghanistan","AFG",2001,"48.4710751852306"
"229","Albania","ALB",2001,"49.3882864562611"
"230","Algeria","DZA",2001,"49.3404213695841"
"231","Angola","AGO",2001,"50.6524183226518"
"232","Antigua and Barbuda","ATG",2001,"53.0821050498911"
"233","Arab World","ARB",2001,"48.9371831021124"
"234","Argentina","ARG",2001,"51.0779582421697"
"235","Armenia","ARM",2001,"52.7897057420239"
"236","Aruba","ABW",2001,"51.9409219109953"
"237","Australia","AUS",2001,"50.1079851078383"
"238","Austria","AUT",2001,"51.4447243100743"
"239","Azerbaijan","AZE",2001,"51.0880042676308"
"240","Bahamas, The","BHS",2001,"51.3271183421412"
"241","Bahrain","BHR",2001,"42.4417860015859"
"242","Bangladesh","BGD",2001,"48.9718855833582"
"243","Barbados","BRB",2001,"51.9687017429789"
"244","Belarus","BLR",2001,"53.076322330154"
"245","Belgium","BEL",2001,"51.1031214108053"
"246","Belize","BLZ",2001,"49.663318809831"
"247","Benin","BEN",2001,"50.8873629233868"
"248","Bhutan","BTN",2001,"48.2845601807212"
"249","Bolivia","BOL",2001,"49.8603169491753"
"250","Bosnia and Herzegovina","BIH",2001,"50.1506021321946"
"251","Botswana","BWA",2001,"50.2074006074219"
"252","Brazil","BRA",2001,"50.6012042547213"
"253","Brunei Darussalam","BRN",2001,"49.2067023858263"
"254","Bulgaria","BGR",2001,"51.2961993670842"
"255","Burkina Faso","BFA",2001,"50.8409593644872"
"256","Burundi","BDI",2001,"50.6480324527259"
"257","Cabo Verde","CPV",2001,"51.6361652997494"
"258","Cambodia","KHM",2001,"51.4150548952954"
"259","Cameroon","CMR",2001,"50.1715234916783"
"260","Canada","CAN",2001,"50.4699441237528"
"261","Caribbean small states","CSS",2001,"50.3382328532528"
"262","Central African Republic","CAF",2001,"50.8522069203782"
"263","Central Europe and the Baltics","CEB",2001,"51.6123437693853"
"264","Chad","TCD",2001,"50.1703853098464"
"265","Channel Islands","CHI",2001,"51.1338678344693"
"266","Chile","CHL",2001,"50.6737673111905"
"267","China","CHN",2001,"48.6225590391125"
"268","Colombia","COL",2001,"50.5612872008865"
"269","Comoros","COM",2001,"49.6713414362673"
"270","Congo, Dem. Rep.","ZAR",2001,"50.3759741220326"
"271","Congo, Rep.","COG",2001,"50.0789758920161"
"272","Costa Rica","CRI",2001,"49.8189051240993"
"273","Cote d'Ivoire","CIV",2001,"48.3982983836233"
"274","Croatia","HRV",2001,"51.8747144693224"
"275","Cuba","CUB",2001,"49.7713575391661"
"276","Curacao","CUW",2001,"53.057088684358"
"277","Cyprus","CYP",2001,"49.5895919008364"
"278","Czech Republic","CZE",2001,"51.3597027643087"
"279","Denmark","DNK",2001,"50.528768723724"
"280","Djibouti","DJI",2001,"49.7370887414043"
"281","Dominican Republic","DOM",2001,"49.9051238414709"
"282","East Asia & Pacific (all income levels)","EAS",2001,"49.2791727313939"
"283","East Asia & Pacific (developing only)","EAP",2001,"49.1142923687903"
"284","Ecuador","ECU",2001,"49.8781311676961"
"285","Egypt, Arab Rep.","EGY",2001,"49.712197330041"
"286","El Salvador","SLV",2001,"51.9289487398751"
"287","Equatorial Guinea","GNQ",2001,"48.7603983191471"
"288","Eritrea","ERI",2001,"50.2358956455885"
"289","Estonia","EST",2001,"53.3512387965114"
"290","Ethiopia","ETH",2001,"50.1349740868703"
"291","Euro area","EMU",2001,"51.1653452776466"
"292","Europe & Central Asia (all income levels)","ECS",2001,"51.6534974216995"
"293","Europe & Central Asia (developing only)","ECA",2001,"51.5505014231067"
"294","European Union","EUU",2001,"51.217230810479"
"295","Fiji","FJI",2001,"49.1833238149629"
"296","Finland","FIN",2001,"51.1704275230002"
"297","Fragile and conflict affected situations","FCS",2001,"49.9861728597051"
"298","France","FRA",2001,"51.1100933726559"
"299","French Polynesia","PYF",2001,"48.58170725642"
"300","Gabon","GAB",2001,"50.2703431751737"
"301","Gambia, The","GMB",2001,"50.376251970045"
"302","Georgia","GEO",2001,"52.7178783247744"
"303","Germany","DEU",2001,"51.0894794314563"
"304","Ghana","GHA",2001,"49.575283339667"
"305","Greece","GRC",2001,"50.5973352967382"
"306","Grenada","GRD",2001,"50.5257783581577"
"307","Guam","GUM",2001,"48.9480043729262"
"308","Guatemala","GTM",2001,"51.1550110735614"
"309","Guinea","GIN",2001,"50.1613264139845"
"310","Guinea-Bissau","GNB",2001,"50.5528241813692"
"311","Guyana","GUY",2001,"50.0047768793656"
"312","Haiti","HTI",2001,"50.6161358144732"
"313","Heavily indebted poor countries (HIPC)","HPC",2001,"50.1930970879937"
"314","High income","HIC",2001,"50.9802374882669"
"315","High income: nonOECD","NOC",2001,"51.2744256027553"
"316","High income: OECD","OEC",2001,"50.8994650208064"
"317","Honduras","HND",2001,"49.9923406574227"
"318","Hong Kong SAR, China","HKG",2001,"51.491793068363"
"319","Hungary","HUN",2001,"52.4493285489631"
"320","Iceland","ISL",2001,"49.9100469305055"
"321","India","IND",2001,"48.1955340883082"
"322","Indonesia","IDN",2001,"49.9306828269066"
"323","Iran, Islamic Rep.","IRN",2001,"49.2456977064972"
"324","Iraq","IRQ",2001,"49.5097695293509"
"325","Ireland","IRL",2001,"50.2246207282592"
"326","Israel","ISR",2001,"50.7126124391923"
"327","Italy","ITA",2001,"51.4785140142958"
"328","Jamaica","JAM",2001,"50.2927635033848"
"329","Japan","JPN",2001,"51.1118037744493"
"330","Jordan","JOR",2001,"47.9839809559429"
"331","Kazakhstan","KAZ",2001,"52.0769149639277"
"332","Kenya","KEN",2001,"50.1218393084453"
"333","Kiribati","KIR",2001,"50.7407579957604"
"334","Korea, Dem. Rep.","PRK",2001,"51.250974192613"
"335","Korea, Rep.","KOR",2001,"49.852779998694"
"336","Kuwait","KWT",2001,"41.2414536120706"
"337","Kyrgyz Republic","KGZ",2001,"50.637918678523"
"338","Lao PDR","LAO",2001,"50.2589727986851"
"339","Latin America & Caribbean (all income levels)","LCN",2001,"50.4709093850468"
"340","Latin America & Caribbean (developing only)","LAC",2001,"50.4253289251676"
"341","Latvia","LVA",2001,"54.0177259828283"
"342","Least developed countries: UN classification","LDC",2001,"50.1026393788032"
"343","Lebanon","LBN",2001,"50.1759142825254"
"344","Lesotho","LSO",2001,"51.5474042326725"
"345","Liberia","LBR",2001,"49.9953647662208"
"346","Libya","LBY",2001,"47.9115112034092"
"347","Lithuania","LTU",2001,"53.2553051918184"
"348","Low & middle income","LMY",2001,"49.3050968758298"
"349","Low income","LIC",2001,"50.4058052236865"
"350","Lower middle income","LMC",2001,"49.0958898704111"
"351","Luxembourg","LUX",2001,"50.7323976937651"
"352","Macao SAR, China","MAC",2001,"51.7715618779789"
"353","Macedonia, FYR","MKD",2001,"50.0231748850531"
"354","Madagascar","MDG",2001,"50.2127001453027"
"355","Malawi","MWI",2001,"50.3817148609307"
"356","Malaysia","MYS",2001,"49.2020450848906"
"357","Maldives","MDV",2001,"49.4199048012955"
"358","Mali","MLI",2001,"50.0106539204054"
"359","Malta","MLT",2001,"50.5354166078038"
"360","Mauritania","MRT",2001,"49.8958699117683"
"361","Mauritius","MUS",2001,"50.4372879936346"
"362","Mexico","MEX",2001,"50.3480871269577"
"363","Micronesia, Fed. Sts.","FSM",2001,"49.3925538863488"
"364","Middle East & North Africa (all income levels)","MEA",2001,"48.9165305955645"
"365","Middle East & North Africa (developing only)","MNA",2001,"49.5171155515023"
"366","Middle income","MIC",2001,"49.1971865409537"
"367","Moldova","MDA",2001,"52.1303362335752"
"368","Mongolia","MNG",2001,"50.121480545962"
"369","Montenegro","MNE",2001,"50.672087065565"
"370","Morocco","MAR",2001,"50.4956431720602"
"371","Mozambique","MOZ",2001,"51.934491240242"
"372","Myanmar","MMR",2001,"51.1325433206841"
"373","Namibia","NAM",2001,"50.8879055207004"
"374","Nepal","NPL",2001,"50.335411531804"
"375","Netherlands","NLD",2001,"50.5237148926467"
"376","New Caledonia","NCL",2001,"49.4651806417832"
"377","New Zealand","NZL",2001,"50.9635361542661"
"378","Nicaragua","NIC",2001,"50.5423712199186"
"379","Niger","NER",2001,"49.9486442035376"
"380","Nigeria","NGA",2001,"49.3514114021485"
"381","North America","NAC",2001,"50.6263886389729"
"382","Norway","NOR",2001,"50.4865548725588"
"383","OECD members","OED",2001,"50.844987862682"
"384","Oman","OMN",2001,"44.3943293582047"
"385","Other small states","OSS",2001,"50.4256828656961"
"386","Pacific island small states","PSS",2001,"49.0127329181069"
"387","Pakistan","PAK",2001,"48.4161858690682"
"388","Panama","PAN",2001,"49.6213823181736"
"389","Papua New Guinea","PNG",2001,"49.0169395601356"
"390","Paraguay","PRY",2001,"49.388796152868"
"391","Peru","PER",2001,"50.0264666384605"
"392","Philippines","PHL",2001,"49.6704101340148"
"393","Poland","POL",2001,"51.4675259484587"
"394","Portugal","PRT",2001,"51.7178541311567"
"395","Puerto Rico","PRI",2001,"51.8968954293953"
"396","Qatar","QAT",2001,"35.4563970540312"
"397","Romania","ROM",2001,"51.1155303401626"
"398","Russian Federation","RUS",2001,"53.2494497031682"
"399","Rwanda","RWA",2001,"52.0760253822946"
"400","Samoa","WSM",2001,"47.9554813831756"
"401","Sao Tome and Principe","STP",2001,"50.351778176182"
"402","Saudi Arabia","SAU",2001,"44.8573257911453"
"403","Senegal","SEN",2001,"50.8401200307015"
"404","Serbia","SRB",2001,"50.967989143314"
"405","Seychelles","SYC",2001,"50.2151019765145"
"406","Sierra Leone","SLE",2001,"50.6470549486067"
"407","Singapore","SGP",2001,"50.1138511104367"
"408","Slovak Republic","SVK",2001,"51.4434230733813"
"409","Slovenia","SVN",2001,"51.1756099597292"
"410","Small states","SST",2001,"50.2954538485338"
"411","Solomon Islands","SLB",2001,"48.6814548974701"
"412","Somalia","SOM",2001,"50.3846031032898"
"413","South Africa","ZAF",2001,"50.7885412809595"
"414","South Asia","SAS",2001,"48.3591127338116"
"415","South Sudan","SSD",2001,"50.1749256617962"
"416","Spain","ESP",2001,"50.8727006534335"
"417","Sri Lanka","LKA",2001,"50.2228405953286"
"418","St. Lucia","LCA",2001,"51.0425464859754"
"419","St. Vincent and the Grenadines","VCT",2001,"49.6032003259591"
"420","Sub-Saharan Africa (all income levels)","SSF",2001,"50.1435123918946"
"421","Sub-Saharan Africa (developing only)","SSA",2001,"50.1446121649598"
"422","Sudan","SDN",2001,"49.8119884290103"
"423","Suriname","SUR",2001,"49.4808037834824"
"424","Swaziland","SWZ",2001,"51.5085623368829"
"425","Sweden","SWE",2001,"50.5416274079095"
"426","Switzerland","CHE",2001,"51.1379131488992"
"427","Syrian Arab Republic","SYR",2001,"49.1451032662782"
"428","Tajikistan","TJK",2001,"49.8520049478468"
"429","Tanzania","TZA",2001,"50.2585456308253"
"430","Thailand","THA",2001,"50.5752456028899"
"431","Timor-Leste","TMP",2001,"49.2855558943371"
"432","Togo","TGO",2001,"51.0828223193413"
"433","Tonga","TON",2001,"49.2421317837333"
"434","Trinidad and Tobago","TTO",2001,"50.294447505193"
"435","Tunisia","TUN",2001,"49.8985608029705"
"436","Turkey","TUR",2001,"50.8073967727188"
"437","Turkmenistan","TKM",2001,"50.640147705438"
"438","Uganda","UGA",2001,"50.274158998198"
"439","Ukraine","UKR",2001,"53.4889661147516"
"440","United Arab Emirates","ARE",2001,"31.8609388523136"
"441","United Kingdom","GBR",2001,"51.2434846850014"
"442","United States","USA",2001,"50.6434522267508"
"443","Upper middle income","UMC",2001,"49.3089183864954"
"444","Uruguay","URY",2001,"51.6231979453609"
"445","Uzbekistan","UZB",2001,"50.5098544894627"
"446","Vanuatu","VUT",2001,"48.8826550019019"
"447","Venezuela, RB","VEN",2001,"49.8247790326494"
"448","Vietnam","VNM",2001,"50.7437266933818"
"449","Virgin Islands (U.S.)","VIR",2001,"52.1910624925121"
"450","West Bank and Gaza","WBG",2001,"49.2985451867052"
"451","World","WLD",2001,"49.6493924795798"
"452","Yemen, Rep.","YEM",2001,"49.4492356642284"
"453","Zambia","ZMB",2001,"50.3094030349026"
"454","Zimbabwe","ZWE",2001,"50.2612744474209"
"455","Afghanistan","AFG",2002,"48.4078594396195"
"456","Albania","ALB",2002,"49.4346984674261"
"457","Algeria","DZA",2002,"49.3677397525701"
"458","Angola","AGO",2002,"50.6279386029383"
"459","Antigua and Barbuda","ATG",2002,"52.9101586904911"
"460","Arab World","ARB",2002,"48.9079592473932"
"461","Argentina","ARG",2002,"51.0807113210928"
"462","Armenia","ARM",2002,"52.4671597234095"
"463","Aruba","ABW",2002,"52.118532554345"
"464","Australia","AUS",2002,"50.1078717059236"
"465","Austria","AUT",2002,"51.4281615902403"
"466","Azerbaijan","AZE",2002,"51.0114787589642"
"467","Bahamas, The","BHS",2002,"51.3154575152828"
"468","Bahrain","BHR",2002,"41.9255133622383"
"469","Bangladesh","BGD",2002,"48.9809904327184"
"470","Barbados","BRB",2002,"51.9782377274117"
"471","Belarus","BLR",2002,"53.1239994455414"
"472","Belgium","BEL",2002,"51.0908318525737"
"473","Belize","BLZ",2002,"49.6781107695593"
"474","Benin","BEN",2002,"50.7999062408628"
"475","Bhutan","BTN",2002,"47.8746568051589"
"476","Bolivia","BOL",2002,"49.8611923738606"
"477","Bosnia and Herzegovina","BIH",2002,"50.1564589571276"
"478","Botswana","BWA",2002,"50.1741785845415"
"479","Brazil","BRA",2002,"50.6146197693673"
"480","Brunei Darussalam","BRN",2002,"49.1445412265604"
"481","Bulgaria","BGR",2002,"51.3085319280774"
"482","Burkina Faso","BFA",2002,"50.7959411549149"
"483","Burundi","BDI",2002,"50.6155098424312"
"484","Cabo Verde","CPV",2002,"51.4993544080317"
"485","Cambodia","KHM",2002,"51.4371647212297"
"486","Cameroon","CMR",2002,"50.1534735915407"
"487","Canada","CAN",2002,"50.4627696016296"
"488","Caribbean small states","CSS",2002,"50.3857136077578"
"489","Central African Republic","CAF",2002,"50.8405910797081"
"490","Central Europe and the Baltics","CEB",2002,"51.6320712027092"
"491","Chad","TCD",2002,"50.1494428745642"
"492","Channel Islands","CHI",2002,"51.071866406017"
"493","Chile","CHL",2002,"50.6737214847078"
"494","China","CHN",2002,"48.6116634982078"
"495","Colombia","COL",2002,"50.5750112219635"
"496","Comoros","COM",2002,"49.6607742410866"
"497","Congo, Dem. Rep.","ZAR",2002,"50.3559279813484"
"498","Congo, Rep.","COG",2002,"50.0706967769946"
"499","Costa Rica","CRI",2002,"49.8309463852207"
"500","Cote d'Ivoire","CIV",2002,"48.4672327782951"
"501","Croatia","HRV",2002,"51.87620898547"
"502","Cuba","CUB",2002,"49.7624220575902"
"503","Curacao","CUW",2002,"53.0406297061061"
"504","Cyprus","CYP",2002,"49.5724489556406"
"505","Czech Republic","CZE",2002,"51.3617340221676"
"506","Denmark","DNK",2002,"50.5207617425627"
"507","Djibouti","DJI",2002,"49.739422288818"
"508","Dominican Republic","DOM",2002,"49.9264176907315"
"509","East Asia & Pacific (all income levels)","EAS",2002,"49.2772975874895"
"510","East Asia & Pacific (developing only)","EAP",2002,"49.1095809095815"
"511","Ecuador","ECU",2002,"49.8891681614583"
"512","Egypt, Arab Rep.","EGY",2002,"49.6896643585816"
"513","El Salvador","SLV",2002,"52.0212702753911"
"514","Equatorial Guinea","GNQ",2002,"48.7321725527777"
"515","Eritrea","ERI",2002,"50.2082864814128"
"516","Estonia","EST",2002,"53.3836201441346"
"517","Ethiopia","ETH",2002,"50.130095862876"
"518","Euro area","EMU",2002,"51.1508962911235"
"519","Europe & Central Asia (all income levels)","ECS",2002,"51.6525505221753"
"520","Europe & Central Asia (developing only)","ECA",2002,"51.5538842400493"
"521","European Union","EUU",2002,"51.2043506143692"
"522","Fiji","FJI",2002,"49.1432417422774"
