"","X","CountryName","CountryCode","Year","Percentage"
"149",149,"Middle East & North Africa (all income levels)","MEA",2000,1.97181333846652
"150",150,"Middle income","MIC",2000,1.43035633550883
"151",151,"Moldova","MDA",2000,-0.203359857023458
"152",152,"Monaco","MCO",2000,0.895490986292918
"153",153,"Mongolia","MNG",2000,0.891282363626879
"154",154,"Montenegro","MNE",2000,-0.0279740186992493
"155",155,"Morocco","MAR",2000,1.11002018737837
"156",156,"Mozambique","MOZ",2000,2.72208275483844
"157",157,"Myanmar","MMR",2000,1.18779095392143
"158",158,"Namibia","NAM",2000,2.16413485000208
"159",159,"Nepal","NPL",2000,1.80682935253779
"160",160,"Netherlands","NLD",2000,0.714770362784392
"161",161,"New Caledonia","NCL",2000,1.90137437804069
"162",162,"New Zealand","NZL",2000,0.587564086381346
"163",163,"Nicaragua","NIC",2000,1.54629179009441
"164",164,"Niger","NER",2000,3.65721413091283
"165",165,"Nigeria","NGA",2000,2.51389824413096
"166",166,"North America","NAC",2000,1.09607677132676
"167",167,"Northern Mariana Islands","MNP",2000,1.71405397559913
"168",168,"Norway","NOR",2000,0.649044821192665
"169",169,"OECD members","OED",2000,0.713343761873958
"170",170,"Oman","OMN",2000,0.623624045760588
"171",171,"Other small states","OSS",2000,1.80087944091952
"172",172,"Pacific island small states","PSS",2000,1.15453914736308
"173",173,"Pakistan","PAK",2000,2.26217219066342
"174",174,"Palau","PLW",2000,1.55579717520522
"175",175,"Panama","PAN",2000,1.95233894494786
"176",176,"Papua New Guinea","PNG",2000,2.58593453460729
"177",177,"Paraguay","PRY",2000,2.01476618198886
"178",178,"Peru","PER",2000,1.37377565978044
"179",179,"Philippines","PHL",2000,2.13605449817426
"180",180,"Poland","POL",2000,-1.04433539837844
"181",181,"Portugal","PRT",2000,0.702859953319024
"182",182,"Puerto Rico","PRI",2000,0.276558688867414
"183",183,"Qatar","QAT",2000,3.91942244645397
"184",184,"Romania","ROM",2000,-0.129440039806255
"185",185,"Russia","RUS",2000,-0.420566975310993
"186",186,"Rwanda","RWA",2000,5.59807194552473
"187",187,"Samoa","WSM",2000,0.491429691663918
"188",188,"San Marino","SMR",2000,1.18496534833439
"189",189,"Sao Tome and Principe","STP",2000,1.88550142495297
"190",190,"Saudi Arabia","SAU",2000,2.68297367134793
"191",191,"Senegal","SEN",2000,2.4945771274599
"192",192,"Serbia","SRB",2000,-0.319524801286905
"193",193,"Seychelles","SYC",2000,0.892658566766174
"194",194,"Sierra Leone","SLE",2000,2.79458536204981
"195",195,"Singapore","SGP",2000,1.73294597901528
"196",196,"Sint Maarten (Dutch part)","SXM",2000,-1.83437768672749
"197",197,"Slovak Republic","SVK",2000,-0.135376487794425
"198",198,"Slovenia","SVN",2000,0.29607496005045
"199",199,"Small states","SST",2000,1.45180618096043
"200",200,"Solomon Islands","SLB",2000,2.70819286857923
"201",201,"Somalia","SOM",2000,3.26178500074859
"202",202,"South Africa","ZAF",2000,2.4770521875221
"203",203,"South Asia","SAS",2000,1.85779243123596
"204",204,"South Sudan","SSD",2000,4.50115949762163
"205",205,"Spain","ESP",2000,0.840384465040216
"206",206,"Sri Lanka","LKA",2000,0.241102899960162
"207",207,"St. Kitts and Nevis","KNA",2000,1.33951296647418
"208",208,"St. Lucia","LCA",2000,1.20249380211023
"209",209,"St. Martin (French part)","MAF",2000,-3.19325438012235
"210",210,"St. Vincent and the Grenadines","VCT",2000,0.0166839685986963
"211",211,"Sub-Saharan Africa","SSA",2000,2.72441382884709
"212",212,"Sub-Saharan Africa (all income levels)","SSF",2000,2.72473590638558
"213",213,"Sudan","SDN",2000,2.42541635895954
"214",214,"Suriname","SUR",2000,1.06945062916707
"215",215,"Swaziland","SWZ",2000,1.47398384072457
"216",216,"Sweden","SWE",2000,0.160575484575313
"217",217,"Switzerland","CHE",2000,0.561954617400164
"218",218,"Syrian Arab Republic","SYR",2000,2.361146213883
"219",219,"Tajikistan","TJK",2000,1.49878891497233
"220",220,"Tanzania","TZA",2000,2.55145351152397
"221",221,"Thailand","THA",2000,1.15406863765907
"222",222,"Timor-Leste","TMP",2000,0.725252076029377
"223",223,"Togo","TGO",2000,2.64128257633095
"224",224,"Tonga","TON",2000,0.51204437618337
"225",225,"Trinidad and Tobago","TTO",2000,0.252609835757434
"226",226,"Tunisia","TUN",2000,1.01640150272027
"227",227,"Turkey","TUR",2000,1.50484247556414
"228",228,"Turkmenistan","TKM",2000,1.16173565600974
"229",229,"Turks and Caicos Islands","TCA",2000,5.49918085844938
"230",230,"Tuvalu","TUV",2000,0.47890263401656
"231",231,"Uganda","UGA",2000,3.12644782510856
"232",232,"Ukraine","UKR",2000,-1.00659633215862
"233",233,"United Arab Emirates","ARE",2000,5.59401524137848
"234",234,"United Kingdom","GBR",2000,0.357300887421605
"235",235,"United States","USA",2000,1.11276899679534
"236",236,"Upper middle income","UMC",2000,1.06046781164393
"237",237,"Uruguay","URY",2000,0.359668349406405
"238",238,"Uzbekistan","UZB",2000,1.38374682096563
"239",239,"Vanuatu","VUT",2000,2.02624807673398
"240",240,"Venezuela","VEN",2000,1.88903086226017
"241",241,"Vietnam","VNM",2000,1.3411548927936
"242",242,"Virgin Islands","VIR",2000,0.0395884646227265
"243",243,"West Bank and Gaza","WBG",2000,2.55523569844846
"244",244,"World","WLD",2000,1.3335593111927
"245",245,"Yemen","YEM",2000,2.79677499359261
"246",246,"Zambia","ZMB",2000,2.64113180252834
"247",247,"Zimbabwe","ZWE",2000,1.01280917218678
"253",253,"Afghanistan","AFG",2001,4.1226624060886
"254",254,"Albania","ALB",2001,-0.93847042771206
"255",255,"Algeria","DZA",2001,1.29565690081777
"256",256,"American Samoa","ASM",2001,1.13054152320993
"257",257,"Andorra","ADO",2001,3.56126513216473
"258",258,"Angola","AGO",2001,3.29310928103361
"259",259,"Antigua and Barbuda","ATG",2001,1.6907566599122
"260",260,"Arab League states","ARB",2001,2.13353538641081
"261",261,"Argentina","ARG",2001,1.11120859669176
"262",262,"Armenia","ARM",2001,-0.523523009279186
"263",263,"Aruba","ABW",2001,2.21612099555933
"264",264,"Australia","AUS",2001,1.34835834227145
"265",265,"Austria","AUT",2001,0.382799394483217
"266",266,"Azerbaijan","AZE",2001,0.774765939386613
"267",267,"Bahamas, The","BHS",2001,1.74604995875838
"268",268,"Bahrain","BHR",2001,4.11852458993287
"269",269,"Bangladesh","BGD",2001,1.88291618637507
"270",270,"Barbados","BRB",2001,0.313769858775551
"271",271,"Belarus","BLR",2001,-0.772592013339061
"272",272,"Belgium","BEL",2001,0.343951157623668
"273",273,"Belize","BLZ",2001,3.05697095631233
"274",274,"Benin","BEN",2001,3.19399249935225
"275",275,"Bermuda","BMU",2001,1.08518105218895
"276",276,"Bhutan","BTN",2001,2.89931580939784
"277",277,"Bolivia","BOL",2001,1.86352535660446
"278",278,"Bosnia and Herzegovina","BIH",2001,0.180938789260007
"279",279,"Botswana","BWA",2001,1.48337582255241
"280",280,"Brazil","BRA",2001,1.48670813501134
"281",281,"Brunei","BRN",2001,1.95324560668466
"282",282,"Bulgaria","BGR",2001,-1.85163779268726
"283",283,"Burkina Faso","BFA",2001,2.85176004369972
"284",284,"Burundi","BDI",2001,2.62009608929396
"285",285,"Cambodia","KHM",2001,2.03665236712955
"286",286,"Cameroon","CMR",2001,2.61284494881725
"287",287,"Canada","CAN",2001,1.00952166618952
"288",288,"Cape Verde","CPV",2001,1.94567888628418
"289",289,"Caribbean small states","CSS",2001,0.662228981104661
"290",290,"Cayman Islands","CYM",2001,3.84038157946149
"291",291,"Central African Republic","CAF",2001,1.82511406918188
"292",292,"Central Europe and the Baltics","CEB",2001,-0.547926885126756
"293",293,"Chad","TCD",2001,3.76688866073872
"294",294,"Channel Islands","CHI",2001,0.718208110634293
"295",295,"Chile","CHL",2001,1.23184237117573
"296",296,"China","CHN",2001,0.726380637838525
"297",297,"Colombia","COL",2001,1.43737426987542
"298",298,"Comoros","COM",2001,2.49359082900645
"299",299,"Congo","COG",2001,2.37138707443549
"300",300,"Congo, Dem. Rep.","ZAR",2001,2.87278081008153
"301",301,"Costa Rica","CRI",2001,1.80130466049935
"302",302,"Cote d'Ivoire","CIV",2001,2.08152156555535
"303",303,"Croatia","HRV",2001,0.315813481527542
"304",304,"Cuba","CUB",2001,0.31151989071027
"305",305,"Curacao","CUW",2001,-3.6617798581649
"306",306,"Cyprus","CYP",2001,1.91052599496293
"307",307,"Czech Republic","CZE",2001,-0.375719704335905
"308",308,"Dem. People's Rep. Korea","PRK",2001,0.885824423382497
"309",309,"Denmark","DNK",2001,0.358315678955486
"310",310,"Djibouti","DJI",2001,1.58256829826989
"311",311,"Dominica","DMA",2001,-0.0272716183089621
"312",312,"Dominican Republic","DOM",2001,1.55861727889128
"313",313,"East Asia & Pacific","EAP",2001,0.95123348488346
"314",314,"East Asia & Pacific (all income levels)","EAS",2001,0.906129244904605
"315",315,"Ecuador","ECU",2001,1.75942633522378
"316",316,"Egypt","EGY",2001,1.83430869043742
"317",317,"El Salvador","SLV",2001,0.564524145409418
"318",318,"Equatorial Guinea","GNQ",2001,3.3545046697964
"319",319,"Eritrea","ERI",2001,3.33403062851326
"320",320,"Estonia","EST",2001,-0.63696312445507
"321",321,"Ethiopia","ETH",2001,2.89188390903902
"322",322,"Euro area","EMU",2001,0.446955272720274
"323",323,"Europe & Central Asia","ECA",2001,0.157472006109032
"324",324,"Europe & Central Asia (all income levels)","ECS",2001,0.17172435372737
"325",325,"European Union","EUU",2001,0.243063438794366
"326",326,"Faeroe Islands","FRO",2001,1.11441427973001
"327",327,"Fiji","FJI",2001,0.368147339889348
"328",328,"Finland","FIN",2001,0.227687341886374
"329",329,"Fragile and conflict affected situations","FCS",2001,2.51229026130213
"330",330,"France","FRA",2001,0.727791318065261
"331",331,"French Polynesia","PYF",2001,1.67554171368241
"332",332,"Gabon","GAB",2001,2.31849848012977
"333",333,"Gambia, The","GMB",2001,3.06438408027201
"334",334,"Georgia","GEO",2001,-0.724616161382205
"335",335,"Germany","DEU",2001,0.168225361337335
"336",336,"Ghana","GHA",2001,2.45985531374279
"337",337,"Greece","GRC",2001,0.313518153125592
"338",338,"Greenland","GRL",2001,0.266548358613988
"339",339,"Grenada","GRD",2001,0.225095809869476
"340",340,"Guam","GUM",2001,0.698650775230402
"341",341,"Guatemala","GTM",2001,2.43460420005274
"342",342,"Guinea","GIN",2001,1.76396234413534
"343",343,"Guinea-Bissau","GNB",2001,2.12042011623602
"344",344,"Guyana","GUY",2001,0.12724009900445
"345",345,"Haiti","HTI",2001,1.66300022822336
"346",346,"Heavily indebted poor countries (HIPC)","HPC",2001,2.84880365730851
"347",347,"High income","HIC",2001,0.598417056916276
"348",348,"High income: nonOECD","NOC",2001,0.526764632704996
"349",349,"High income: OECD","OEC",2001,0.619764690538773
"350",350,"Honduras","HND",2001,2.03305078604856
"351",351,"Hong Kong SAR, China","HKG",2001,0.736962668138432
"352",352,"Hungary","HUN",2001,-0.229379183308447
"353",353,"Iceland","ISL",2001,1.32929525456819
"354",354,"India","IND",2001,1.73217695125204
"355",355,"Indonesia","IDN",2001,1.36525591829538
"356",356,"Iran","IRN",2001,1.45133513295422
"357",357,"Iraq","IRQ",2001,2.90159162232508
"358",358,"Ireland","IRL",2001,1.59215149039299
"359",359,"Isle of Man","IMY",2001,1.03877525569548
"360",360,"Israel","ISR",2001,2.35711729946802
"361",361,"Italy","ITA",2001,0.0561676014374784
"362",362,"Jamaica","JAM",2001,0.622414758672096
"363",363,"Japan","JPN",2001,0.240952587521069
"364",364,"Jordan","JOR",2001,2.47078659098754
"365",365,"Kazakhstan","KAZ",2001,-0.170069526322763
"366",366,"Kenya","KEN",2001,2.53460701577321
"367",367,"Kiribati","KIR",2001,1.70562796685986
"368",368,"Korea","KOR",2001,0.740212672199448
"369",369,"Kosovo","KSV",2001,0.0678593232934242
"370",370,"Kuwait","KWT",2001,3.09003401464579
"371",371,"Kyrgyz Republic","KGZ",2001,0.948856613551314
"372",372,"Lao PDR","LAO",2001,1.51981364343551
"373",373,"Latin America & Caribbean","LAC",2001,1.47298726472434
"374",374,"Latin America & Caribbean (all income levels)","LCN",2001,1.43816435026658
"375",375,"Latvia","LVA",2001,-1.29148694354873
"376",376,"Least developed countries: UN classification","LDC",2001,2.55520055765406
"377",377,"Lebanon","LBN",2001,3.77573846236588
"378",378,"Lesotho","LSO",2001,0.818951524210496
"379",379,"Liberia","LBR",2001,3.6264965366744
"380",380,"Libya","LBY",2001,1.69133999595537
"381",381,"Liechtenstein","LIE",2001,1.13826010496865
"382",382,"Lithuania","LTU",2001,-0.824008723044179
"383",383,"Low & middle income","LMY",2001,1.4905809272497
"384",384,"Low income","LIC",2001,2.75153917602707
"385",385,"Lower middle income","LMC",2001,1.72466343614126
"386",386,"Luxembourg","LUX",2001,1.19045634528707
"387",387,"Macao SAR, China","MAC",2001,1.42095161473473
"388",388,"Macedonia","MKD",2001,0.472725737010226
"389",389,"Madagascar","MDG",2001,3.07057973781428
"390",390,"Malawi","MWI",2001,2.63266947448813
"391",391,"Malaysia","MYS",2001,2.1132763204192
"392",392,"Maldives","MDV",2001,1.73741558387109
"393",393,"Mali","MLI",2001,2.93619368201075
"394",394,"Marshall Islands","MHL",2001,0.0440845280032301
"395",395,"Mauritania","MRT",2001,3.08964987494355
"396",396,"Mauritius","MUS",2001,0.790047581068153
"397",397,"Mexico","MEX",2001,1.38228307177647
"398",398,"Micronesia","FSM",2001,-0.242311395354531
"399",399,"Middle East & North Africa","MNA",2001,1.79141846268671
"400",400,"Middle East & North Africa (all income levels)","MEA",2001,1.92863728024169
"401",401,"Middle income","MIC",2001,1.36867602460411
"402",402,"Moldova","MDA",2001,-0.223626544049819
"403",403,"Monaco","MCO",2001,0.878273936329277
"404",404,"Mongolia","MNG",2001,0.925488325694573
"405",405,"Montenegro","MNE",2001,0.402363248322291
"406",406,"Morocco","MAR",2001,1.03238742143825
"407",407,"Mozambique","MOZ",2001,2.84889884750366
"408",408,"Myanmar","MMR",2001,1.09715885804916
"409",409,"Namibia","NAM",2001,1.72646558021717
"410",410,"Nepal","NPL",2001,1.67416988563915
"411",411,"Netherlands","NLD",2001,0.754840057734904
"412",412,"New Caledonia","NCL",2001,1.9017932212971
"413",413,"New Zealand","NZL",2001,0.589286034969052
"414",414,"Nicaragua","NIC",2001,1.46055804538569
"415",415,"Niger","NER",2001,3.65447661416653
"416",416,"Nigeria","NGA",2001,2.52188309236914
"417",417,"North America","NAC",2001,0.996637494046865
"418",418,"Northern Mariana Islands","MNP",2001,0.558103028956578
"419",419,"Norway","NOR",2001,0.506046910557235
"420",420,"OECD members","OED",2001,0.736162351930531
"421",421,"Oman","OMN",2001,1.46919164362227
"422",422,"Other small states","OSS",2001,1.76780469002684
"423",423,"Pacific island small states","PSS",2001,1.09570516537947
"424",424,"Pakistan","PAK",2001,2.16912750497469
"425",425,"Palau","PLW",2001,1.19240357281653
"426",426,"Panama","PAN",2001,1.90128164140451
"427",427,"Papua New Guinea","PNG",2001,2.54970096155717
"428",428,"Paraguay","PRY",2001,1.94083629020436
"429",429,"Peru","PER",2001,1.32816433955186
"430",430,"Philippines","PHL",2001,2.12313179534931
"431",431,"Poland","POL",2001,-0.0275871247282958
"432",432,"Portugal","PRT",2001,0.705230637323876
"433",433,"Puerto Rico","PRI",2001,0.214145951376015
"434",434,"Qatar","QAT",2001,3.358077840149
"435",435,"Romania","ROM",2001,-1.39542998635748
"436",436,"Russia","RUS",2001,-0.424151028076189
"437",437,"Rwanda","RWA",2001,3.7584782838672
"438",438,"Samoa","WSM",2001,0.544291296638893
"439",439,"San Marino","SMR",2001,1.27196366190155
"440",440,"Sao Tome and Principe","STP",2001,2.04865607603684
"441",441,"Saudi Arabia","SAU",2001,2.83733789644952
"442",442,"Senegal","SEN",2001,2.57789372873619
"443",443,"Serbia","SRB",2001,-0.171946646904854
"444",444,"Seychelles","SYC",2001,0.0874745178458057
"445",445,"Sierra Leone","SLE",2001,3.8524457469143
"446",446,"Singapore","SGP",2001,2.69674309916955
"447",447,"Sint Maarten (Dutch part)","SXM",2001,2.17160280678165
"448",448,"Slovak Republic","SVK",2001,-0.18301227099618
"449",449,"Slovenia","SVN",2001,0.157498742047657
"450",450,"Small states","SST",2001,1.42545920190233
"451",451,"Solomon Islands","SLB",2001,2.67976043423647
"452",452,"Somalia","SOM",2001,2.9962891573406
"453",453,"South Africa","ZAF",2001,2.0465019274366
"454",454,"South Asia","SAS",2001,1.79461503746194
"455",455,"South Sudan","SSD",2001,4.02399215804741
"456",456,"Spain","ESP",2001,1.21647948519942
"457",457,"Sri Lanka","LKA",2001,-1.60957589780875
"458",458,"St. Kitts and Nevis","KNA",2001,1.46471668301838
"459",459,"St. Lucia","LCA",2001,1.07796062174174
"460",460,"St. Martin (French part)","MAF",2001,-2.14372771519714
"461",461,"St. Vincent and the Grenadines","VCT",2001,0.0852301729331218
"462",462,"Sub-Saharan Africa","SSA",2001,2.70337086933681
"463",463,"Sub-Saharan Africa (all income levels)","SSF",2001,2.70361597000883
"464",464,"Sudan","SDN",2001,2.55082995978467
"465",465,"Suriname","SUR",2001,0.716923236364957
"466",466,"Swaziland","SWZ",2001,1.03345351345201
"467",467,"Sweden","SWE",2001,0.268470527954234
"468",468,"Switzerland","CHE",2001,0.632771238018431
"469",469,"Syrian Arab Republic","SYR",2001,2.05985993590367
"470",470,"Tajikistan","TJK",2001,1.67134827599438
"471",471,"Tanzania","TZA",2001,2.63468109781626
"472",472,"Thailand","THA",2001,1.14482355564033
"473",473,"Timor-Leste","TMP",2001,2.17902847785589
"474",474,"Togo","TGO",2001,2.66159945636126
"475",475,"Tonga","TON",2001,0.546015251368628
"476",476,"Trinidad and Tobago","TTO",2001,0.346643720518564
"477",477,"Tunisia","TUN",2001,1.0217189244922
"478",478,"Turkey","TUR",2001,1.47941155499832
"479",479,"Turkmenistan","TKM",2001,1.1121730344618
"480",480,"Turks and Caicos Islands","TCA",2001,6.70980209525268
"481",481,"Tuvalu","TUV",2001,0.550557240328431
"482",482,"Uganda","UGA",2001,3.21831431658909
"483",483,"Ukraine","UKR",2001,-1.00549476377606
"484",484,"United Arab Emirates","ARE",2001,5.35345392156806
"485",485,"United Kingdom","GBR",2001,0.384975969564228
"486",486,"United States","USA",2001,0.989741382223669
"487",487,"Upper middle income","UMC",2001,0.978651071749098
"488",488,"Uruguay","URY",2001,0.176374714493302
"489",489,"Uzbekistan","UZB",2001,1.26596853291421
"490",490,"Vanuatu","VUT",2001,2.26003753070532
"491",491,"Venezuela","VEN",2001,1.85650908800539
"492",492,"Vietnam","VNM",2001,1.26669358718778
"493",493,"Virgin Islands","VIR",2001,-0.23315296819227
"494",494,"West Bank and Gaza","WBG",2001,2.5552675698799
"495",495,"World","WLD",2001,1.30333660445856
"496",496,"Yemen","YEM",2001,2.83147270453099
"497",497,"Zambia","ZMB",2001,2.57416158261366
"498",498,"Zimbabwe","ZWE",2001,0.828614750876949
"504",504,"Afghanistan","AFG",2002,4.55080456168904
"505",505,"Albania","ALB",2002,-0.299876697084691
"506",506,"Algeria","DZA",2002,1.2584706868135
"507",507,"American Samoa","ASM",2002,0.946074376140603
"508",508,"Andorra","ADO",2002,4.72079354288534
"509",509,"Angola","AGO",2002,3.45384538986356
"510",510,"Antigua and Barbuda","ATG",2002,1.33082051169724
"511",511,"Arab League states","ARB",2002,2.13775715130069
"512",512,"Argentina","ARG",2002,1.10909464010634
"513",513,"Armenia","ARM",2002,-0.418746421195188
"514",514,"Aruba","ABW",2002,2.23652004783367
"515",515,"Australia","AUS",2002,1.22056378534358
